tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,writers,Fantasy,War,Musical,Action,Horror,Mystery,Comedy,Drama,Game-Show,Biography,Documentary,Family,Short,Animation,Talk-Show,Thriller,Adult,Sci-Fi,History,Reality-TV,Adventure,Sport,Romance,News,Music,Crime,Western,isOriginalTitle,storylines,keywords,languages
tt0433309,Numb3rs,Numb3rs,2005,2010,43,"Crime,Drama,Mystery",6.9,38203,"nm0005715,nm0914368,nm0375973,nm0864936,nm0744794,nm0001513,nm0053157,nm0031398,nm0779641,nm0445631,nm0367327,nm0001716,nm0067090,nm0844358,nm0054077,nm0000389,nm0641343,nm0506461,nm0593576,nm0952352,nm0807932,nm0429964,nm0322128,nm1204568,nm0413875,nm0118778,nm0743164,nm0394586,nm0003535,nm0001555,nm0938490,nm0265826,nm0350455,nm0491568,nm0372877,nm0102434,nm0346550,nm0389972,nm0508883,nm0255028,nm0390103,nm0247123,nm0548533","nm0265826,nm1771424,nm0003535,nm0221949,nm0691888,nm1453745,nm0372877,nm1161545,nm2179352,nm1308428,nm0295286,nm0001493,nm0002787,nm1347561,nm0250668,nm0282105,nm0300800,nm0827530,nm0900599,nm0922388,nm0771814,nm1461835,nm1321917,nm1463773,nm2469335,nm1119838,nm0726070",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,"In the Los Angeles office of the Federal Bureau of Investigation, Special Agent Don Eppes and his team investigate critical and baffling crimes with a special edge. That advantage is Don's brother, Charles Eppes, a brilliant universalist mathematician who uses the science of mathematics with its complex equations to ferret out the most tricky criminals. With this team, the forces of evil learn their number is up.","21st century, intelligence, federal bureau of investigation, federal bureau of investigation agent, police officer",USA
tt1190689,Nurse Jackie,Nurse Jackie,2009,2015,27,"Comedy,Drama",7.7,23688,"nm0082450,nm0673400,nm2553586,nm0251848,nm0000114,nm0542960,nm0000837,nm0908980,nm0957197,nm0002835,nm0255081,nm0851930,nm0499724,nm0788426,nm0902939,nm0037708,nm0330360,nm0843281,nm0002339,nm0593463,nm0864268,nm0035060,nm1455688","nm2470990,nm0243019,nm0908980,nm3477311,nm0265557,nm0843281,nm1690593,nm0275650,nm0394356,nm3005173,nm0833932,nm0680312,nm0166498,nm4063230,nm0399725,nm0952863,nm4396670,nm4472481,nm2582069,nm1037485,nm0135359,nm0203145,nm0324978,nm2384671,nm2198104,nm0742734,nm4109868",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,A drug-addicted nurse struggles to find a balance between the demands of her frenetic job at a New York City hospital and an array of personal dramas.,"new york city, hospital, nurse, woman, mother",English
tt1843230,Once Upon a Time,Once Upon a Time,2011,2018,60,"Adventure,Fantasy,Romance",7.7,201886,"nm0813313,nm0591171,nm0118665,nm1927896,nm0617042,nm0242078,nm0021772,nm0272704,nm0317382,nm0395271,nm0057106,nm0308376,nm0225416,nm0726975,nm0375973,nm0005113,nm0624423,nm0528337,nm0952352,nm0156838,nm0005522,nm0066439,nm0323758,nm0694072,nm0066736,nm0696300,nm0625065,nm0881038,nm2745490,nm0924693,nm1012772,nm2016145,nm0383931,nm0663469,nm0776317,nm0250267,nm0101741,nm0915400,nm0394586,nm0923423,nm0000750,nm0376006,nm0940668,nm0864268,nm0251032,nm0086745,nm0818465,nm0961594","nm0395271,nm0457736,nm0355048,nm3743024,nm1297559,nm0260870,nm2544048,nm4013358,nm1134267,nm1090179,nm1830692,nm2309735,nm1576909,nm1968372,nm0401465,nm1229072,nm3150062,nm0632350,nm1344603,nm1168067,nm2254675,nm3223686,nm1570122,nm1084228,nm0713048",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"For Emma Swan, life has been anything but a happy ending. But when she's reunited with Henry - the son she gave up for adoption ten years ago - on the night of her 28th birthday, everything changes. The now 10-year-old Henry is in desperate need of Emma's help because he believes from reading a book of fairy-tales that she's the daughter of Snow White and Prince Charming - who sent her away from the Enchanted Forest to be protected from a curse that was enacted by the Evil Queen. Emma initially refuses to believe a word of Henry's story but soon finds that his hometown of Storybrooke, Maine is more than it seems. Because it's in Storybrooke that all of the classic characters we know are frozen in time with no memories of their former selves - except for the Evil Queen, who is Storybrooke's mayor and Henry's adoptive mother Regina Mills. Now, as the epic ""Final Battle"" for the future of both worlds approaches, Emma will have to accept her destiny and uncover the mystery behind a place ...","fairy tale, curse, magical realism, good versus evil, 2010s",USA
tt2802008,Once Upon a Time in Wonderland,Once Upon a Time in Wonderland,2013,2014,42,"Adventure,Drama,Fantasy",7,11086,"nm0952352,nm0250267,nm0864268,nm0806252,nm0375973,nm1012772,nm0804556,nm0101741,nm0813313,nm0881038,nm0317382","nm0260870,nm0261922,nm0395271,nm0457736,nm1660927,nm1830692,nm0368818,nm1119038,nm2251854,nm3307110,nm1222879",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole.","hat, literary character, alice character, knave of hearts character, red queen character","Canada, USA"
tt5339440,One Day at a Time,One Day at a Time,2017,,30,Comedy,8.2,11127,"nm1260853,nm0501185,nm0507629,nm0546756,nm0296945,nm0579318,nm0327591,nm0055493,nm0005205,nm1758989","nm1260853,nm0747313,nm0086756,nm0005131,nm0542425,nm7486890,nm6803311,nm1723197,nm2937752,nm5218515,nm0429224,nm0542658,nm3099089,nm2021624,nm1658012,nm0797505,nm0615373",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Follows three generations of the same Cuban-American family living in the same house: a newly divorced former military mother, her teenage daughter and tween son, and her old-school mother.","coming out, quinceanera, grandmother, cuban american family, number in series title",USA
tt0388629,One Piece: Wan pîsu,One Piece: Wan pîsu,1999,,24,"Action,Adventure,Animation",8.7,59691,"nm2909800,nm0879812,nm5658508,nm2910657,nm0396074","nm1520917,nm2937719,nm1012277,nm0926075,nm0425061,nm3528761,nm0121423,nm0847503,nm2663646,nm0793565,nm0698597,nm2001361,nm2743770,nm0945348,nm7336696,nm2873558,nm0753218,nm1234565,nm0568772,nm3552956,nm1500643,nm1727020",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"There once lived a pirate named Gol D. Roger. He obtained wealth, fame, and power to earn the title of Pirate King. When he was captured and about to be executed, he revealed that his treasure called One Piece was hidden somewhere at the Grand Line. This made all people set out to search and uncover the One Piece treasure, but no one ever found the location of Gol D. Roger's treasure, and the Grand Line was too dangerous a place to overcome. Twenty-two years after Gol D. Roger's death, a boy named Monkey D. Luffy decided to become a pirate and search for Gol D. Roger's treasure to become the next Pirate King.","pirate, treasure, navigator, doctor, fruit",Japan
tt4508902,One Punch Man,One Punch Man: Wanpanman,2015,,24,"Action,Animation,Comedy",8.8,98823,"nm10840346,nm8200583,nm1491554,nm4823333,nm3108055,nm2443328,nm10840528,nm1425958,nm1986105,nm3386642,nm2403909,nm1479549,nm9026707,nm4733902,nm3640406,nm8125528,nm2191341,nm1987911,nm2463335","nm0568772,nm8301461,nm4330767",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"In a world of superhuman beings, Saitama is a unique hero, he can defeat enemies with a single punch. But being just one hero in a world filled with them, his life is empty and hollow: he gets no respect from anyone, he displays a laidback attitude to everything and for the most part, he finds his overall hero life pointless... and worst of all, he lost his hair due to intense training. These are the adventures of an ordinary yet extraordinary hero.","anime, superhero",Japan
tt0368530,One Tree Hill,One Tree Hill,2003,2012,60,"Drama,Romance,Sport",7.6,68700,"nm0330057,nm0318795,nm0385151,nm0002413,nm0067090,nm0446702,nm0177512,nm1762203,nm0502913,nm0095424,nm0002506,nm0336258,nm0614877,nm0468637,nm0424035,nm0225621,nm0235852,nm0295107,nm0001601,nm0038875,nm0480798,nm1827614,nm0695219,nm0125024,nm0141222,nm0629538,nm0343687,nm0909568,nm0004627,nm0836992,nm0005088,nm0000536,nm0787687,nm0942869,nm0333239,nm0558917,nm0470971,nm0002973,nm0777043,nm0810553,nm0601337,nm0163892,nm0485878,nm0760131,nm0205787,nm0124208,nm0502342","nm0777043,nm1283212,nm1997905,nm2193073,nm2193988,nm1618220,nm2030094,nm0113115,nm1014801,nm2428846,nm0675204,nm0445958,nm1241294,nm0281592,nm0749993,nm1008217,nm0039101,nm1665969,nm0996662,nm0147698,nm1004604,nm0357730,nm0395271,nm0457736,nm0882329,nm1030968,nm2531467,nm2643473,nm0881769,nm2355748,nm2946924,nm0614877,nm3427760,nm3408219,nm1576090,nm1837956,nm2118760,nm2763815,nm2254675,nm2560560,nm0703182,nm1465774",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"This series follows the eventful lives of some high-school kids in Tree Hill, a small but not too quiet town in North Carolina, where the greatest source of pride is the high school basketball team, the Ravens, since living memory coached by old Whitey Durham. Its greatest talent ever was Dan Scott, who now runs a successful car dealership. The present talents are his two sons, Nathan Scott, a beautiful and popular athlete, the absolute star, who was molded and stifled by his proud dad, ambitious Dan Scott, who pushes him harder then even the coach approves of, but rather neglected by his spoiled, impulsive mother Deb, an alcoholic, and Lucas, abandoned at birth with his devoted mother, hard-working café-owner Karen Roe, who grew up with Dan's older but poor brother Keith as substitute father as a social reject, only playing hoops on a public yard in the park with street-kids, his passion being reading; when an incident forces the coach to replace suspended players, Lucas soon proves ...","high school, basketball, north carolina, high school basketball, coach",English
tt0081912,Only Fools and Horses....,Only Fools and Horses....,1981,2003,95,Comedy,8.9,43483,"nm0125238,nm0859885,nm0350323,nm1222874,nm0282064,nm0067621,nm0788724",nm0838153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Traders and brothers, Rodney and Derek ""Del Boy"" Trotter, work from the streets of London buying what they can from the auctions and flogging it down at the market, always saying ""This time next year, we'll be millionaires"". Their Granddad and, later in the series, Uncle Albert also live in their council flat as the wise old man saying their next scheme won't work and offering in their jokes.","1980s, british comedy, world war two veteran, cockney, working class",English
tt2234222,Orphan Black,Orphan Black,2013,2017,44,"Action,Drama,Sci-Fi",8.3,96222,"nm0269502,nm0292468,nm0320987,nm0779830,nm0367538,nm0001726,nm1195670,nm0920001,nm0837977,nm0342603,nm0622112,nm0824220","nm1528935,nm3784672,nm3709826,nm0269502,nm4166033,nm1289249,nm4839522,nm0543919,nm3927959,nm3665655,nm1372017,nm2870739,nm0254660,nm3448383,nm0989652,nm2756114,nm2505264,nm3530852,nm4467383,nm8354853,nm0623738,nm0910550,nm1492404,nm6440527,nm4318192,nm1381217,nm0925456,nm2169801,nm0595913,nm0080100,nm1667807,nm3147424,nm2387476",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"SPOILER: Orphan Black follows outsider, orphan and street-wise chameleon Sarah. After witnessing a woman's suicide, Sarah assumes the stranger's identity - who happens to look just like her. Expecting to solve all her problems by cleaning out the dead woman's savings, Sarah is instead thrust headlong into a kaleidoscopic mystery as she realizes the dizzying truth - she and the dead woman are clones. As Sarah searches for answers, she discovers the chilling fact that there are more people like her out there - genetically identical individuals who were planted in unsuspecting birth parents and nurtured in completely different circumstances. With no idea who created the clones, she'll need to discover the reason in a hurry as an assassin is killing them one by one.","female protagonist, suicide, brainwashed assassin, mad scientist, genetic enhancement",Canada
tt4229954,Outcast,Outcast,2016,2017,60,"Drama,Horror",7.4,17423,"nm1417392,nm0957505,nm0003398,nm0934525,nm0902939,nm1488800,nm4074404,nm1905909,nm0726975,nm0110644,nm2036500,nm0222043,nm2129610","nm3890409,nm3079117,nm3408356,nm0085220,nm1802887,nm0900599,nm0059735,nm1703666,nm2813715,nm5027526,nm8225205,nm0814412",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Kyle Barnes has had a series of misfortunes in his life; his mother would beat him as a child and he was accused of attacking his own daughter. After attending an exorcism in his native town, he is convinced his mother and his wife were possessed and he was not the source of them going bad. He therefore teams up with Reverend Anderson to try and save people that are possessed by demons while putting up with the residents of his town who think he's bad news and would deserve to be in jail.","demon, based on comic book, based on comic, image comics",English
tt3006802,Outlander,Outlander,2014,,64,"Drama,Fantasy,Romance",8.4,106327,"nm0406177,nm0283816,nm0446232,nm0054954,nm1353167,nm0601095,nm0315298,nm0536827,nm0941189,nm0001093,nm0164407,nm0533559,nm0047425,nm0104851,nm0093322,nm0224145,nm0391905,nm0021772,nm0668350,nm3833881,nm3652021","nm1748442,nm0601822,nm0335791,nm3833881,nm0448455,nm0066985,nm0770699,nm7741399,nm2599472,nm0826814,nm2197624,nm1557867,nm1014801,nm1703666,nm5567881,nm0434673,nm1734038,nm8482526,nm0262525,nm0466401",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"Follows the story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world in which her life is threatened. When she is forced to marry Jamie Fraser, a chivalrous and romantic young Scottish warrior, a passionate relationship is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.","year 1743, scotland, female nudity, sex scene, scottish highlands",USA
tt1593756,Outsourced,Outsourced,2010,2011,30,Comedy,7.5,11646,"nm0330140,nm0499724,nm0477129,nm0779350,nm0787687,nm0003289,nm0579318,nm0003474,nm1420377,nm0235852,nm0541562,nm0399737,nm0625065","nm0096157,nm1286500,nm0420112,nm0276621,nm0438350,nm2768206,nm1792444,nm1297787,nm1289832,nm0868005,nm2768137,nm3457519,nm0349422,nm3212385,nm2770167,nm2803399,nm0395195,nm4160286,nm0612501,nm1818242",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Todd Dempsey works at American Novelty Company is in line to be the manager of the call center. But after attending a training seminar, he returns to discover that the Company decided to out source the call center to India. And if Todd wants to be the manager of the call center, he must move to India which he reluctantly does. And he has a hard time adjusting to their customs. And he has to deal with the assistant manager who wants to be manager, so he is doing everything to get rid of him. He meets another American assigned there, Charlie and an Australian whom he leans on.","call center, india, workplace, office, novelty shop",USA
tt5071412,Ozark,Ozark,2017,,60,"Crime,Drama,Thriller",8.3,123414,"nm0000867,nm0076997,nm0008971,nm1435062,nm5831383,nm0755261,nm0002399,nm0475578,nm1032608","nm4057793,nm0931251,nm0464382,nm8851912,nm3780114,nm0267679,nm0271618,nm0612768,nm1578005,nm0543911",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,"The Byrdes and their teenage kids, Charlotte and Jonah, are, for all intents and purposes, an ordinary family with ordinary lives. Except for the job of Marty, a Chicago financial advisor who also serves as the top money launderer for the second largest drug cartel in Mexico. When things go awry, Marty must uproot his family from the skyscrapers of Chicago and relocate to the lazy lake region of the Missouri Ozarks.","netflix original, missouri, mexico, drug cartel, financial advisor",USA
tt1826805,Pan Am,Pan Am,2011,2012,42,"Drama,History,Romance",7,18436,"nm0287198,nm0076997,nm0007008,nm0336241,nm0772095,nm0171315,nm0791381,nm0509183,nm0671992,nm0592808,nm1455688","nm0401584,nm0650202,nm2428846,nm0857904,nm0909124,nm0450394,nm2456804,nm0940963,nm1471121,nm1117707,nm0509340,nm1496739,nm0788481,nm4834771",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Period drama about the pilots and flight attendants who once made Pan Am the most glamorous way to fly.,"airliner, pan am, stewardess, 20th century, passenger plane",English
tt8235236,Paradise PD,Paradise PD,2018,,28,"Animation,Comedy,Crime",7,10695,"nm6235898,nm2990626,nm1850325,nm2111898","nm1318600,nm1975097,nm1230698,nm1455558,nm3747390,nm2415313,nm2326580,nm1968387,nm0746573,nm0797505,nm0867012",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,"Animated series about bad cops. Not bad as in corrupt, bad as in under-performing. They aren't first responders, they are the worst responders.","cop, cop comedy, adult cartoon, netflix original, ineptitude",USA
tt3358020,Parasyte: The Maxim,Kiseijû: Sei no kakuritsu,2014,2015,22,"Action,Animation,Horror",8.4,19734,"nm0793664,nm4544089,nm0558097,nm1356454,nm3319964,nm2269911,nm7275113,nm2017881,nm2103875","nm6100437,nm1316290,nm1703680",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"The 16-year-old Izumi Shinichi lives with his mother and father in a quiet neighborhood in Tokyo. One night, worm-like aliens called Parasytes invade Earth, taking over the brains of human hosts by entering through their ears or noses. One Parasyte attempts to crawl into Shinichi's ear while he sleeps, but fails since he is wearing headphones, and enters his body by burrowing into his arm instead, taking over his right hand and is named Migi. Because Shinichi was able to prevent Migi from traveling further up into his brain, both beings retain their separate intellect and personality. As the duo encounter other Parasytes, they capitalize on their strange situation and gradually form a strong bond, working together to survive. This gives them an edge in battling other Parasytes, who frequently attack the pair upon realization that Shinichi's human brain is still intact. Shinichi feels compelled to fight other Parasytes, who devour humans as food, while enlisting Migi's help.","anime, alien, body horror, psychotronic series, humanity","Japanese, English"
tt1416765,Parenthood,Parenthood,2010,2015,60,"Comedy,Drama",8.2,29158,"nm0872823,nm0606845,nm0915920,nm0509183,nm0926526,nm0203215,nm0950506,nm0441300,nm0557433,nm0470244,nm0075669,nm0257554,nm0791381,nm0385151,nm0002835,nm0253531,nm0772095,nm0915400,nm0076997,nm0191697,nm0415382,nm1242054,nm1009277,nm0769730,nm0863082","nm0441300,nm0304665,nm0000165,nm0541632,nm4901564,nm1487597,nm0914872,nm1602476,nm1531276,nm0251328,nm0072412,nm0215130,nm2713351,nm0750809,nm1325865,nm2196829,nm5393484,nm3545449,nm0339211,nm0367046,nm0654548,nm1626830,nm0268915,nm1274355,nm1305006,nm1056239",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"A family tree with Zeek (Craig T. Nelson) and Camille Braverman (Bonnie Bedelia) serving as the patriarch and matriarch. After forty-six years of marriage, they've managed to keep their foundation intact by burying their problems underneath the surface for the sake of their now-adult children. Adam (Peter Krause) is the first-born and the ripest apple the tree has to offer. He runs a shoe company, has a supportive wife, two children (boy and girl) and a beautiful home to share with them. He's a dog short of ""The American Dream"". Sarah (Lauren Graham), is the unstable daughter returning home at thirty-eight years of age with her rebellious daughter and sensitive son to live with Zeek and Camille. Crosby (Dax Shepard), is a happy-go-lucky bachelor living in the now, on a docked boat. He has no idea that his frivolous life is about to change tremendously. Then there is Julia (Erika Christensen). She is the bread-winning shot-calling lawyer, whose husband mans the stay-at-home-dad duties....","rebellious daughter, asperger's syndrome, autism, interracial relationship, family relationships",English
tt1266020,Parks and Recreation,Parks and Recreation,2009,2015,22,Comedy,8.6,191259,"nm0003474,nm0251848,nm0812304,nm0998825,nm1455688,nm1041479,nm0004395,nm0755254,nm1083844,nm0957197,nm1520649,nm0788426,nm0644406,nm0567112,nm1015063,nm1321658,nm0329634,nm0003163,nm0872841,nm0392237,nm0390657,nm0791381,nm1672246,nm0386780,nm1164861,nm1760830,nm1420377,nm0082450,nm0477129,nm0926526,nm0568224,nm0007096,nm0004332,nm0688132,nm0736821,nm0938471,nm0199948,nm0565063","nm0199948,nm1321658,nm2715265,nm1767754,nm1520649,nm3429611,nm0386780,nm0329634,nm0454626,nm0688132,nm2170754,nm1689290,nm1230361,nm0780288,nm1929856,nm0142620,nm2676362,nm2003229,nm1494121,nm1863572,nm6305018,nm6134451,nm4278387,nm2337847,nm0147228,nm0438446,nm3460547,nm0819225,nm0644406,nm5402669",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Leslie Knope, a mid-level bureaucrat in an Indiana Parks and Recreation Department, hopes to beautify her town (and boost her own career) by helping local nurse Ann Perkins turn an abandoned construction site into a community park. However, what should be a fairly simple project is stymied at every turn by oafish bureaucrats, selfish neighbors, governmental red tape, and a myriad of other challenges. Leslie's colleague Tom Haverford, who delights in exploiting his position for personal gain, is as likely to undermine her efforts as to help her, while her boss, Ron Swanson, is adamantly opposed to government in any form, even though he's a bureaucrat.","mockumentary, feminism, female lead, workplace relationship, employer employee relationship",USA
tt1073507,Party Down,Party Down,2009,2010,30,Comedy,8.3,26499,"nm0330057,nm0000625,nm0547800,nm0906476,nm0859432","nm0256722,nm0262052,nm0748620,nm0859432,nm1814868",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"A group of actors move to Los Angeles to make it big, but end up working as caterers.","wannabe actor, catering service, bartender, man wears eyeglasses, woman wears eyeglasses",USA
tt4687882,Patriot,Patriot,2015,,58,"Comedy,Drama,Thriller",8.3,9777,"nm0341372,nm0924275,nm0872841,nm0175726,nm0003163","nm0175726,nm2950884,nm3808901,nm8791650,nm0855903,nm0004743,nm0089369,nm3162291,nm8791673",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"John Tavner doesn't really fit in with his quirky colleagues at the industrial piping corporation where he works. They don't really know much about him, but what they don't realize is that his life has been anything but mundane. To prevent Iran from going nuclear, he has assumed a fake persona as an average businessman when in reality he is actually a highly skilled intelligence officer, who took the piping job because of the routine business trips to Luxembourg, and because the job is secluded and too dull to be noticed. Unfortunately for him a European cop is at his heels trying to discover who he is, his incessantly grim and nervous coworker Mr. Icabod has figured out that he isn't who he says, and Steven, a chubby employee with a recent brain injury, is starting to remember a horrible act which John may have inflicted.",undercover,See more
tt1492088,Pawn Stars,Pawn Stars,2009,,30,Reality-TV,7.2,14599,"nm2329145,nm4812967,nm1054800,nm2237135,nm2562305,nm2195653,nm3089368,nm2189626,nm2605677,nm2132672,nm2172570","nm1313440,nm2772754",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Pawn Stars takes you inside the colorful world of the Gold & Silver Pawn Shop based in Las Vegas, Nevada. Watch as three generations of the Harrison Family jointly run the business and experience clashing and camaraderie. They're the experts at wheeling and dealing, with a keen eye for authentic goods. With unforgettable characters and fascinating items, Pawn Stars presents an addictively entertaining television innovation.","educational, antique, bargain, bargaining, family business",USA
tt2442560,Peaky Blinders,Peaky Blinders,2013,,60,"Crime,Drama",8.8,268384,"nm1142073,nm2139803,nm0128452,nm1396104,nm1163264,nm2197777","nm1140275,nm3023628,nm2133107",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,"Peaky Blinders is an English television crime drama set in 1920s Birmingham, England in the aftermath of World War I. The series, which was created by Steven Knight and produced by Caryn Mandabach Productions, Screen Yorkshire and Tiger Aspect Productions, follows the exploits of the Shelby crime family. Screen Yorkshire provided funding for the production through the Yorkshire Content Fund. It was the first production to receive funding from the Yorkshire Content Fund, which in turn made certain the majority of the show was filmed in Yorkshire as part of the deal.","gypsy, 1920s, gangster, birmingham england, race fixing",UK
tt0387764,Peep Show,Peep Show,2003,2015,25,Comedy,8.6,49028,"nm0551953,nm0788426,nm0940326","nm0593267,nm0916267,nm1104036,nm1095060,nm0640193,nm1006581,nm1375061,nm2235764,nm7822509,nm2163353",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,"point of view, inner voice, cynicism, twenty something, roommate",UK
